label,exclusion_set,seed,axis,test_isolation,test_cross_mean,test_seen_lipid_share,test_protein_isolation,test_protein_cross_mean,test_block_proteins,test_train_proteins,protein_descriptors,valid_isolation,valid_cross_mean,valid_seen_lipid_share,valid_protein_isolation,train_rows,valid_rows,test_rows,test_positives,test_positive_rate,test_proteins,train_positives,test_block_structures,test_train_structures,TP,FP,TN,FN,balanced_accuracy,F1,TP_share,FP_share,TN_share,FN_share
descriptors_head_family_neutral_lipprop,groups_START,1,double_coldsplit,0.7909688353538513,0.5037722587585449,0.0,0.7695874792868335,0.4473397132668091,3,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7913306355476379,0.5000160932540894,0.0,0.7695874792868335,879,153,154,65,0.42207792207792205,3,293,680,400,34.0,27.0,62.0,31.0,0.609853,0.539683,0.22077922077922077,0.17532467532467533,0.4025974025974026,0.2012987012987013
descriptors_head_family_neutral_lipprop,groups_START,3,double_coldsplit,0.7917987704277039,0.5014299154281616,0.0,0.7695874792868335,0.4473397132668091,3,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7933385372161865,0.5034323930740356,0.0,0.7695874792868335,879,153,154,65,0.42207792207792205,3,293,646,400,64.0,80.0,9.0,1.0,0.542869,0.61244,0.4155844155844156,0.5194805194805194,0.05844155844155844,0.006493506493506494
descriptors_head_family_neutral_lipprop,groups_LBP_BPI_CETP,3,double_coldsplit,0.7920119166374207,0.4965505301952362,0.0,0.7457856300042389,0.41740916103810755,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7932193279266357,0.49628618359565735,0.0,0.7457856300042389,1164,71,70,23,0.32857142857142857,2,388,487,435,23.0,41.0,6.0,0.0,0.56383,0.528736,0.32857142857142857,0.5857142857142857,0.08571428571428572,0.0
descriptors_head_family_neutral_lipprop,groups_LBP_BPI_CETP,1,double_coldsplit,0.79254150390625,0.4973534047603607,0.0,0.7457856300042389,0.41740916103810755,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7954893708229065,0.49604105949401855,0.0,0.7457856300042389,1164,71,70,23,0.32857142857142857,2,388,469,435,15.0,10.0,37.0,8.0,0.719704,0.625,0.21428571428571427,0.14285714285714285,0.5285714285714286,0.11428571428571428
descriptors_head_family_neutral_lipprop,groups_lipocalin,1,double_coldsplit,0.7926064729690552,0.5029802918434143,0.0,0.6545591340195924,0.35548058785503184,8,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.785979151725769,0.5006834864616394,0.0,0.7036259449740797,981,108,108,36,0.3333333333333333,8,327,471,466,33.0,57.0,15.0,3.0,0.5625,0.52381,0.3055555555555556,0.5277777777777778,0.1388888888888889,0.027777777777777776
descriptors_head_family_neutral_lipprop,groups_IP_trans,3,double_coldsplit,0.7926449775695801,0.5008037686347961,0.0,0.8000903896934601,0.42901955126573826,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7926505208015442,0.49703723192214966,0.0,0.8000903896934601,1089,71,70,23,0.32857142857142857,3,363,466,435,23.0,46.0,1.0,0.0,0.510638,0.5,0.32857142857142857,0.6571428571428571,0.014285714285714285,0.0
descriptors_head_family_neutral_lipprop,groups_IP_trans,1,double_coldsplit,0.7927776575088501,0.49966710805892944,0.0,0.8000903896934601,0.42901955126573826,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7895536422729492,0.495665043592453,0.0,0.8000903896934601,1089,71,70,23,0.32857142857142857,3,363,518,435,6.0,13.0,34.0,17.0,0.492137,0.285714,0.08571428571428572,0.18571428571428572,0.4857142857142857,0.24285714285714285
descriptors_head_family_neutral_lipprop,groups_START,0,double_coldsplit,0.7932908535003662,0.5006573796272278,0.0,0.7695874792868335,0.4473397132668091,3,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7940905690193176,0.5041843056678772,0.0,0.7695874792868335,879,153,154,65,0.42207792207792205,3,293,581,400,26.0,19.0,70.0,39.0,0.593258,0.472727,0.16883116883116883,0.12337662337662338,0.45454545454545453,0.2532467532467532
descriptors_head_family_neutral_lipprop,groups_LBP_BPI_CETP,2,double_coldsplit,0.7933973073959351,0.49853432178497314,0.0,0.7457856300042389,0.41740916103810755,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7947764992713928,0.49923792481422424,0.0,0.7457856300042389,1164,71,70,23,0.32857142857142857,2,388,509,435,8.0,4.0,43.0,15.0,0.63136,0.457143,0.11428571428571428,0.05714285714285714,0.6142857142857143,0.21428571428571427
descriptors_head_family_neutral_lipprop,groups_IP_trans,0,double_coldsplit,0.7937148809432983,0.4956369698047638,0.0,0.8000903896934601,0.42901955126573826,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7918747067451477,0.49544763565063477,0.0,0.8000903896934601,1089,71,70,23,0.32857142857142857,3,363,516,435,16.0,37.0,10.0,7.0,0.454209,0.421053,0.22857142857142856,0.5285714285714286,0.14285714285714285,0.1
descriptors_head_family_neutral_lipprop,groups_IP_trans,4,double_coldsplit,0.7939918041229248,0.5002725124359131,0.0,0.8000903896934601,0.42901955126573826,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.793385922908783,0.496542751789093,0.0,0.8000903896934601,1089,71,70,23,0.32857142857142857,3,363,483,435,11.0,15.0,32.0,12.0,0.579556,0.44898,0.15714285714285714,0.21428571428571427,0.45714285714285713,0.17142857142857143
descriptors_head_family_neutral_lipprop,groups_IP_trans,2,double_coldsplit,0.7941288948059082,0.4964599609375,0.0,0.8000903896934601,0.42901955126573826,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7959628701210022,0.49922603368759155,0.0,0.8000903896934601,1089,71,70,23,0.32857142857142857,3,363,525,435,17.0,33.0,14.0,6.0,0.518501,0.465753,0.24285714285714285,0.4714285714285714,0.2,0.08571428571428572
descriptors_head_family_neutral_lipprop,groups_lipocalin,4,double_coldsplit,0.7944253087043762,0.5030257701873779,0.0,0.6621078446025833,0.35610767048739855,9,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7935843467712402,0.5046306848526001,0.0,0.6545591340195924,981,108,108,36,0.3333333333333333,9,327,427,466,0.0,0.0,72.0,36.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
descriptors_head_family_neutral_lipprop,groups_START,2,double_coldsplit,0.7944257855415344,0.5035157203674316,0.0,0.7695874792868335,0.4473397132668091,3,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7955652475357056,0.5050035119056702,0.0,0.7695874792868335,879,153,154,65,0.42207792207792205,3,293,662,400,29.0,29.0,60.0,36.0,0.560156,0.471545,0.18831168831168832,0.18831168831168832,0.38961038961038963,0.23376623376623376
descriptors_head_family_neutral_lipprop,groups_lipocalin,2,double_coldsplit,0.7954351305961609,0.5058866739273071,0.0,0.6621078446025833,0.35610767048739855,9,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7949511408805847,0.5058279037475586,0.0,0.6943822744877566,981,108,108,36,0.3333333333333333,9,327,445,466,23.0,39.0,33.0,13.0,0.548611,0.469388,0.21296296296296297,0.3611111111111111,0.3055555555555556,0.12037037037037036
descriptors_head_family_neutral_lipprop,groups_lipocalin,3,double_coldsplit,0.7955951690673828,0.49361708760261536,0.0,0.6621078446025833,0.35610767048739855,9,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7989298105239868,0.5097296237945557,0.0,0.6943822744877566,981,108,108,36,0.3333333333333333,9,327,357,466,31.0,53.0,19.0,5.0,0.5625,0.516667,0.28703703703703703,0.49074074074074076,0.17592592592592593,0.046296296296296294
descriptors_head_family_neutral_lipprop,groups_START,4,double_coldsplit,0.7957279682159424,0.5055950880050659,0.0,0.7695874792868335,0.4473397132668091,3,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7934696674346924,0.502459704875946,0.0,0.7695874792868335,879,153,154,65,0.42207792207792205,3,293,593,400,34.0,44.0,45.0,31.0,0.514347,0.475524,0.22077922077922077,0.2857142857142857,0.2922077922077922,0.2012987012987013
descriptors_head_family_neutral_lipprop,groups_lipocalin,0,double_coldsplit,0.796167254447937,0.5073956251144409,0.0,0.6943822744877566,0.37809260112390597,8,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7908207178115845,0.5060223340988159,0.0,0.6661617525424693,981,108,108,36,0.3333333333333333,8,327,574,466,20.0,38.0,34.0,16.0,0.513889,0.425532,0.18518518518518517,0.35185185185185186,0.3148148148148148,0.14814814814814814
descriptors_head_family_neutral_lipprop,groups_LBP_BPI_CETP,0,double_coldsplit,0.7967094779014587,0.49652278423309326,0.0,0.7457856300042389,0.41740916103810755,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7926602959632874,0.4980211853981018,0.0,0.7457856300042389,1164,71,70,23,0.32857142857142857,2,388,522,435,20.0,10.0,37.0,3.0,0.8284,0.754717,0.2857142857142857,0.14285714285714285,0.5285714285714286,0.04285714285714286
descriptors_head_family_neutral_lipprop,groups_LBP_BPI_CETP,4,double_coldsplit,0.7979721426963806,0.49511483311653137,0.0,0.7457856300042389,0.41740916103810755,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7929156422615051,0.4971790015697479,0.0,0.7457856300042389,1164,71,70,23,0.32857142857142857,2,388,497,435,9.0,5.0,42.0,14.0,0.642461,0.486486,0.12857142857142856,0.07142857142857142,0.6,0.2
descriptors_head_family_neutral_lipprop,groups_scp2,4,double_coldsplit,0.8540821671485901,0.5281709432601929,0.0,0.6192483503739977,0.33915885083392633,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.8554805517196655,0.5378091931343079,0.0,0.6192483503739977,1395,51,51,17,0.3333333333333333,3,465,110,1070,8.0,16.0,18.0,9.0,0.5,0.390244,0.1568627450980392,0.3137254901960784,0.35294117647058826,0.17647058823529413
descriptors_head_family_neutral_lipprop,groups_scp2,0,double_coldsplit,0.8572316765785217,0.5325114727020264,0.0,0.6192483503739977,0.33915885083392633,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.8573126792907715,0.5345216393470764,0.0,0.6192483503739977,1395,51,51,17,0.3333333333333333,3,465,101,1070,15.0,27.0,7.0,2.0,0.544118,0.508475,0.29411764705882354,0.5294117647058824,0.13725490196078433,0.0392156862745098
descriptors_head_family_neutral_lipprop,groups_scp2,3,double_coldsplit,0.8578332662582397,0.5348188877105713,0.0,0.6192483503739977,0.33915885083392633,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.8596835136413574,0.5353410243988037,0.0,0.6192483503739977,1395,51,51,17,0.3333333333333333,3,465,99,1070,11.0,29.0,5.0,6.0,0.397059,0.385965,0.21568627450980393,0.5686274509803921,0.09803921568627451,0.11764705882352941
descriptors_head_family_neutral_lipprop,groups_scp2,1,double_coldsplit,0.8613103628158569,0.534817099571228,0.0,0.6192483503739977,0.33915885083392633,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.8637935519218445,0.541836678981781,0.0,0.6192483503739977,1395,51,51,17,0.3333333333333333,3,465,123,1070,17.0,30.0,4.0,0.0,0.558824,0.53125,0.3333333333333333,0.5882352941176471,0.0784313725490196,0.0
descriptors_head_family_neutral_lipprop,groups_scp2,2,double_coldsplit,0.8646889328956604,0.5356754660606384,0.0,0.6192483503739977,0.33915885083392633,3,31,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.8491246104240417,0.5337674617767334,0.0,0.6192483503739977,1395,51,51,17,0.3333333333333333,3,465,115,1070,14.0,25.0,9.0,3.0,0.544118,0.5,0.27450980392156865,0.49019607843137253,0.17647058823529413,0.058823529411764705
